"","stationID","year","month","day","hours","minutes","seconds","humid","pressure","temp","wind_speed"
"29",1,"2013","01","02","06","00","00",50.34,1016.3,26.96,14.96014
"30",1,"2013","01","02","07","00","00",52.25,1016.3,26.06,12.65858
"31",1,"2013","01","02","08","00","00",54.65,1017,24.98,13.80936
"32",1,"2013","01","02","09","00","00",51.93,1016.6,24.08,14.96014
"33",1,"2013","01","02","10","00","00",51.93,1016.9,24.08,12.65858
"34",1,"2013","01","02","11","00","00",51.93,1016.9,24.08,6.90468
"35",1,"2013","01","02","12","00","00",51.93,1017.2,24.08,3.45234
"36",1,"2013","01","02","13","00","00",52.5,1017.6,24.98,6.90468
"37",1,"2013","01","02","14","00","00",52.5,1018.5,24.98,9.20624
"38",1,"2013","01","02","15","00","00",48.36,1019,26.96,11.5078
"39",1,"2013","01","02","16","00","00",46.41,1018.5,28.94,9.20624
"40",1,"2013","01","02","17","00","00",44.92,1017.5,30.92,14.96014
"41",1,"2013","01","02","18","00","00",44.74,1017.1,32,12.65858
"42",1,"2013","01","02","19","00","00",41.33,1017.3,33.98,16.11092
"43",1,"2013","01","02","20","00","00",37.86,1017.8,33.98,17.2617
"44",1,"2013","01","02","21","00","00",39.72,1018.5,33.98,13.80936
"45",1,"2013","01","02","22","00","00",44.74,1018.6,32,6.90468
"46",1,"2013","01","02","23","00","00",44.74,1019.7,32,12.65858
"47",1,"2013","01","03","00","00","00",46.74,1020.3,30.92,11.5078
"48",1,"2013","01","03","01","00","00",49.01,1020.4,30.92,6.90468
"49",1,"2013","01","03","02","00","00",50.84,1020.6,30.02,9.20624
"50",1,"2013","01","03","03","00","00",50.84,1021.2,30.02,5.7539
"51",1,"2013","01","03","04","00","00",55.69,1021.7,28.94,8.05546
"52",1,"2013","01","03","05","00","00",55.69,1022.2,28.94,9.20624
"53",1,"2013","01","03","06","00","00",57.79,1021.8,28.04,8.05546
"54",1,"2013","01","03","07","00","00",57.79,1022.1,28.04,10.35702
"55",1,"2013","01","03","08","00","00",60.41,1022.3,26.96,8.05546
"56",1,"2013","01","03","09","00","00",60.41,1022.1,26.96,6.90468
"57",1,"2013","01","03","10","00","00",62.7,1021.9,26.06,5.7539
"58",1,"2013","01","03","11","00","00",62.7,1022,26.06,5.7539
"59",1,"2013","01","03","12","00","00",65.21,1022.4,26.06,6.90468
"60",1,"2013","01","03","13","00","00",65.21,1022.2,26.06,5.7539
"61",1,"2013","01","03","14","00","00",65.84,1022.4,26.96,5.7539
"62",1,"2013","01","03","15","00","00",62.97,1022.8,28.04,5.7539
"63",1,"2013","01","03","16","00","00",51.38,1022.1,30.92,9.20624
"64",1,"2013","01","03","17","00","00",49.01,1021,30.92,4.60312
"65",1,"2013","01","03","18","00","00",42.84,1019.8,33.08,8.05546
"66",1,"2013","01","03","19","00","00",41.33,1019.1,33.98,9.20624
"67",1,"2013","01","03","20","00","00",41.33,1018.7,33.98,8.05546
"68",1,"2013","01","03","21","00","00",44.92,1018.8,33.08,11.5078
"69",1,"2013","01","03","22","00","00",46.92,1018.9,32,10.35702
"70",1,"2013","01","03","23","00","00",53.29,1019.3,30.02,9.20624
"71",1,"2013","01","04","00","00","00",51.38,1019.6,30.92,10.35702
"72",1,"2013","01","04","01","00","00",51.38,1019.6,30.92,11.5078
"73",1,"2013","01","04","02","00","00",51.38,1019.4,30.92,11.5078
"74",1,"2013","01","04","03","00","00",53.44,1019,30.92,12.65858
"75",1,"2013","01","04","04","00","00",60.69,1019,28.94,10.35702
"76",1,"2013","01","04","05","00","00",60.38,1018.4,30.02,10.35702
"77",1,"2013","01","04","06","00","00",60.38,1018,30.02,13.80936
"78",1,"2013","01","04","07","00","00",63.1,1018.1,28.94,8.05546
"79",1,"2013","01","04","08","00","00",63.24,1018.3,30.02,10.35702
"80",1,"2013","01","04","09","00","00",66.09,1018.2,28.94,11.5078
"81",1,"2013","01","04","10","00","00",68.68,1018.4,28.94,6.90468
"82",1,"2013","01","04","11","00","00",66.34,1018.4,30.92,11.5078
"83",1,"2013","01","04","12","00","00",60.81,1018.7,33.08,16.11092
"84",1,"2013","01","04","13","00","00",60.93,1018.7,33.98,10.35702
"85",1,"2013","01","04","14","00","00",58.37,1019,35.06,13.80936
"86",1,"2013","01","04","15","00","00",54.21,1019,35.96,14.96014
"87",1,"2013","01","04","16","00","00",47.75,1018.1,37.04,16.11092
"88",1,"2013","01","04","17","00","00",47.75,1016.9,37.04,20.71404
"89",1,"2013","01","04","18","00","00",44.33,1015.8,39.92,17.2617
"90",1,"2013","01","04","19","00","00",46.09,1015.1,37.94,24.16638
"91",1,"2013","01","04","20","00","00",47.89,1014.7,37.94,21.86482
"92",1,"2013","01","04","21","00","00",47.89,1014.6,37.94,18.41248
"93",1,"2013","01","04","22","00","00",49.62,1014.8,37.04,17.2617
"94",1,"2013","01","04","23","00","00",54.21,1015.2,35.96,13.80936
"95",1,"2013","01","05","00","00","00",56.18,1015.4,35.06,9.20624
"96",1,"2013","01","05","01","00","00",56.18,1015.5,35.06,11.5078
"97",1,"2013","01","05","02","00","00",53.66,1015.3,35.06,11.5078
"98",1,"2013","01","05","03","00","00",53.66,1015.7,35.06,13.80936
"99",1,"2013","01","05","04","00","00",53.91,1016.2,33.98,11.5078
"100",1,"2013","01","05","05","00","00",55.89,1016.6,33.08,11.5078
"101",1,"2013","01","05","06","00","00",53.36,1017.1,33.08,10.35702
"102",1,"2013","01","05","07","00","00",51.33,1017.7,33.08,10.35702
"103",1,"2013","01","05","08","00","00",53.6,1018.8,32,12.65858
"104",1,"2013","01","05","09","00","00",53.6,1019.3,32,18.41248
"105",1,"2013","01","05","10","00","00",53.6,1020.2,32,11.5078
"106",1,"2013","01","05","11","00","00",53.6,1021,32,12.65858
"107",1,"2013","01","05","12","00","00",53.36,1022.4,33.08,10.35702
"108",1,"2013","01","05","13","00","00",58.37,1023,32,9.20624
"109",1,"2013","01","05","14","00","00",53.66,1024.5,35.06,9.20624
"110",1,"2013","01","05","15","00","00",50.14,1024.8,37.94,10.35702
"111",1,"2013","01","05","16","00","00",44.51,1024.9,41,10.35702
"112",1,"2013","01","05","17","00","00",40.77,1024.6,42.08,14.96014
"113",1,"2013","01","05","18","00","00",39.38,1023.9,42.98,13.80936
"114",1,"2013","01","05","19","00","00",37.79,1023.6,44.06,11.5078
"115",1,"2013","01","05","20","00","00",37.79,1024,44.06,9.20624
"116",1,"2013","01","05","21","00","00",37.9,1024.1,42.98,8.05546
"117",1,"2013","01","05","22","00","00",42.51,1024,41,4.60312
"118",1,"2013","01","05","23","00","00",44.33,1024.7,39.92,4.60312
"119",1,"2013","01","06","00","00","00",49.93,1025,39.02,8.05546
"120",1,"2013","01","06","01","00","00",56.32,1024.8,35.96,6.90468
"121",1,"2013","01","06","02","00","00",60.93,1024.2,33.98,4.60312
"122",1,"2013","01","06","03","00","00",66.11,1024.1,33.08,4.60312
"123",1,"2013","01","06","04","00","00",66.11,1023.3,33.08,4.60312
"124",1,"2013","01","06","05","00","00",69.04,1022.8,32,4.60312
"125",1,"2013","01","06","06","00","00",63.77,1023.3,33.98,5.7539
"126",1,"2013","01","06","07","00","00",63.77,1023.4,33.98,9.20624
"127",1,"2013","01","06","08","00","00",63.77,1022.5,33.98,4.60312
"128",1,"2013","01","06","09","00","00",66.72,1021.7,33.98,5.7539
"129",1,"2013","01","06","10","00","00",81.5,1020.5,33.08,8.05546
"130",1,"2013","01","06","11","00","00",86.49,NA,33.8,4.60312
"131",1,"2013","01","06","12","00","00",88.42,1020.3,33.98,5.7539
"132",1,"2013","01","06","13","00","00",93.03,NA,33.8,9.20624
"133",1,"2013","01","06","14","00","00",86.59,NA,35.6,8.05546
"134",1,"2013","01","06","15","00","00",86.59,NA,35.6,8.05546
"135",1,"2013","01","06","16","00","00",74.98,NA,37.4,11.5078
"136",1,"2013","01","06","17","00","00",59.93,1017.4,42.98,10.35702
"137",1,"2013","01","06","18","00","00",51.03,1016.3,46.04,10.35702
"138",1,"2013","01","06","19","00","00",45.48,1015.5,46.94,13.80936
"139",1,"2013","01","06","20","00","00",40.22,1015.1,48.02,14.96014
"140",1,"2013","01","06","21","00","00",40.35,1015,46.94,11.5078
"141",1,"2013","01","06","22","00","00",47.23,1015.5,44.96,6.90468
"142",1,"2013","01","06","23","00","00",48.87,1016,44.06,8.05546
"143",1,"2013","01","07","00","00","00",46.73,1016.5,44.06,10.35702
"144",1,"2013","01","07","01","00","00",48.7,1016.6,42.98,10.35702
"145",1,"2013","01","07","02","00","00",50.94,1016.5,42.98,10.35702
"146",1,"2013","01","07","03","00","00",52.73,1016.7,42.08,10.35702
"147",1,"2013","01","07","04","00","00",57.06,1017.2,41,6.90468
"148",1,"2013","01","07","05","00","00",59.5,1017.6,39.92,9.20624
"149",1,"2013","01","07","06","00","00",59.5,1018.1,39.92,8.05546
"150",1,"2013","01","07","07","00","00",64.29,1018.7,37.94,8.05546
"151",1,"2013","01","07","08","00","00",69.51,1019.3,35.96,6.90468
"152",1,"2013","01","07","09","00","00",69.63,1019.8,37.04,6.90468
"153",1,"2013","01","07","10","00","00",72.66,1020.6,35.96,9.20624
"154",1,"2013","01","07","11","00","00",72.03,1021.7,35.06,4.60312
"155",1,"2013","01","07","12","00","00",72.66,1023.1,35.96,6.90468
"156",1,"2013","01","07","13","00","00",69.73,1024.1,37.94,8.05546
"157",1,"2013","01","07","14","00","00",64.54,1025.1,39.92,5.7539
"158",1,"2013","01","07","15","00","00",50.73,1025.9,44.06,13.80936
"159",1,"2013","01","07","16","00","00",43.49,1026.5,44.96,14.96014
"160",1,"2013","01","07","17","00","00",39.9,1026.6,46.04,11.5078
"161",1,"2013","01","07","18","00","00",36.85,1026.9,46.94,14.96014
"162",1,"2013","01","07","19","00","00",35.05,1027.1,46.04,11.5078
"163",1,"2013","01","07","20","00","00",33.88,1027.6,46.94,11.5078
"164",1,"2013","01","07","21","00","00",33.55,1028.4,44.96,8.05546
"165",1,"2013","01","07","22","00","00",36.18,1028.8,42.98,6.90468
"166",1,"2013","01","07","23","00","00",37.46,1029.1,42.08,3.45234
"167",1,"2013","01","08","00","00","00",40.9,1029.3,41,4.60312
"168",1,"2013","01","08","01","00","00",46.41,1029.3,39.92,0
"169",1,"2013","01","08","02","00","00",46.41,1029.1,39.92,0
"170",1,"2013","01","08","03","00","00",59.09,1028.9,37.04,0
"171",1,"2013","01","08","04","00","00",58.94,1029.3,35.96,3.45234
"172",1,"2013","01","08","05","00","00",69.04,1029.2,32,6.90468
"173",1,"2013","01","08","06","00","00",69.04,1029.2,32,3.45234
"174",1,"2013","01","08","07","00","00",72.24,1029,32,6.90468
"175",1,"2013","01","08","08","00","00",75,1028.7,32,3.45234
"176",1,"2013","01","08","09","00","00",81.95,1028.2,30.92,4.60312
"177",1,"2013","01","08","10","00","00",81.27,1028.6,30.02,4.60312
"178",1,"2013","01","08","11","00","00",81.8,1028.9,28.94,4.60312
"179",1,"2013","01","08","12","00","00",78.35,1029.2,30.92,0
"180",1,"2013","01","08","13","00","00",81.27,1030,30.02,5.7539
"181",1,"2013","01","08","14","00","00",72.03,1030.5,35.06,6.90468
"182",1,"2013","01","08","15","00","00",66.85,1030.3,39.02,9.20624
"183",1,"2013","01","08","16","00","00",55.02,1029.7,44.06,13.80936
"184",1,"2013","01","08","17","00","00",53.33,1028.2,46.04,10.35702
"185",1,"2013","01","08","18","00","00",51.55,1027.9,46.94,14.96014
"186",1,"2013","01","08","19","00","00",47.86,1027.6,48.92,11.5078
"187",1,"2013","01","08","20","00","00",47.86,1027.9,48.92,11.5078
"188",1,"2013","01","08","21","00","00",44.14,1027.7,48.92,11.5078
"189",1,"2013","01","08","22","00","00",49.19,1027.8,46.04,10.35702
"190",1,"2013","01","08","23","00","00",55.02,1028.1,44.06,6.90468
"191",1,"2013","01","09","00","00","00",69.96,1028.7,39.92,8.05546
"192",1,"2013","01","09","01","00","00",69.96,1028.7,39.92,5.7539
"193",1,"2013","01","09","02","00","00",69.86,1028.6,39.02,5.7539
"194",1,"2013","01","09","03","00","00",69.73,1028.6,37.94,3.45234
"195",1,"2013","01","09","04","00","00",69.73,1029.3,37.94,4.60312
"196",1,"2013","01","09","05","00","00",72.24,1029.2,37.04,4.60312
"197",1,"2013","01","09","06","00","00",75.39,1029.1,35.96,0
"198",1,"2013","01","09","07","00","00",81.57,1028.7,33.98,0
"199",1,"2013","01","09","08","00","00",78.13,1028.5,35.06,0
"200",1,"2013","01","09","09","00","00",78.79,1028.4,35.96,0
"201",1,"2013","01","09","10","00","00",75.39,1028.2,35.96,0
"202",1,"2013","01","09","11","00","00",78.13,1028,35.06,0
"203",1,"2013","01","09","12","00","00",78.13,1028.4,35.06,0
"204",1,"2013","01","09","13","00","00",85.24,1029,33.98,4.60312
"205",1,"2013","01","09","14","00","00",78.31,1028.7,37.04,0
"206",1,"2013","01","09","15","00","00",67.22,1028.3,42.08,0
"207",1,"2013","01","09","16","00","00",65.07,1026.4,44.06,3.45234
"208",1,"2013","01","09","17","00","00",60.47,1025.9,46.94,5.7539
"209",1,"2013","01","09","18","00","00",62.56,1024.1,46.04,9.20624
"210",1,"2013","01","09","19","00","00",60.47,1024.7,46.94,8.05546
"211",1,"2013","01","09","20","00","00",63.13,1021.1,46.94,8.05546
"212",1,"2013","01","09","21","00","00",63.39,1020.7,48.92,13.80936
"213",1,"2013","01","09","22","00","00",60.89,1021,50,11.5078
"214",1,"2013","01","09","23","00","00",63.39,1021.7,48.92,12.65858
"215",1,"2013","01","10","00","00","00",65.56,1022.1,48.02,10.35702
"216",1,"2013","01","10","01","00","00",68.28,1022.6,46.94,11.5078
"217",1,"2013","01","10","02","00","00",73.59,1022.5,44.96,11.5078
"218",1,"2013","01","10","03","00","00",72.98,1022.5,44.06,12.65858
"219",1,"2013","01","10","04","00","00",70.42,1023,44.06,12.65858
"220",1,"2013","01","10","05","00","00",67.81,1023.7,42.98,8.05546
"221",1,"2013","01","10","06","00","00",70.08,1024.6,41,8.05546
"222",1,"2013","01","10","07","00","00",69.86,1025.9,39.02,9.20624
"223",1,"2013","01","10","08","00","00",66.85,1026.9,39.02,6.90468
"224",1,"2013","01","10","09","00","00",59.5,1027.5,39.92,5.7539
"225",1,"2013","01","10","10","00","00",54.97,1028.2,41,6.90468
"226",1,"2013","01","10","11","00","00",54.97,1029,41,12.65858
"227",1,"2013","01","10","12","00","00",54.81,1030,39.92,6.90468
"228",1,"2013","01","10","13","00","00",52.56,1031.4,41,6.90468
"229",1,"2013","01","10","14","00","00",48.7,1032.2,42.98,8.05546
"230",1,"2013","01","10","15","00","00",41.56,1032.7,44.96,17.2617
"231",1,"2013","01","10","16","00","00",39.72,1032.8,44.96,11.5078
"232",1,"2013","01","10","17","00","00",36.85,1032,46.94,13.80936
"233",1,"2013","01","10","18","00","00",34.21,1031.3,48.92,14.96014
"234",1,"2013","01","10","19","00","00",32.86,1031.5,50,12.65858
"235",1,"2013","01","10","20","00","00",32.86,1031.9,50,11.5078
"236",1,"2013","01","10","21","00","00",32.93,1032.4,48.92,10.35702
"237",1,"2013","01","10","22","00","00",36.85,1032.8,46.94,8.05546
"238",1,"2013","01","10","23","00","00",38.12,1033.3,46.04,8.05546
"239",1,"2013","01","11","00","00","00",41.56,1033.8,44.96,6.90468
"240",1,"2013","01","11","01","00","00",43.02,1033.6,44.06,4.60312
"241",1,"2013","01","11","02","00","00",43.02,1034,44.06,6.90468
"242",1,"2013","01","11","03","00","00",52.56,1033.5,41,8.05546
"243",1,"2013","01","11","04","00","00",56.77,1034,39.02,8.05546
"244",1,"2013","01","11","05","00","00",52.79,1034.4,39.92,0
"245",1,"2013","01","11","06","00","00",59.22,1033.6,37.94,4.60312
"246",1,"2013","01","11","07","00","00",59.09,1033.2,37.04,8.05546
"247",1,"2013","01","11","08","00","00",63.91,1033.1,35.06,5.7539
"248",1,"2013","01","11","09","00","00",61.67,1032.2,35.96,5.7539
"249",1,"2013","01","11","10","00","00",61.67,1031.3,35.96,6.90468
"250",1,"2013","01","11","11","00","00",61.35,1031.7,37.04,0
"251",1,"2013","01","11","12","00","00",59.22,1031.8,37.94,0
"252",1,"2013","01","11","13","00","00",59.37,1031.9,39.02,0
"253",1,"2013","01","11","14","00","00",61.89,1031.4,41,5.7539
"254",1,"2013","01","11","15","00","00",64.35,1031.1,42.08,5.7539
"255",1,"2013","01","11","16","00","00",64.93,1029.7,42.98,5.7539
"256",1,"2013","01","11","17","00","00",65.07,1028.4,44.06,5.7539
"257",1,"2013","01","11","18","00","00",70.52,1027.3,44.96,4.60312
"258",1,"2013","01","11","19","00","00",73.59,1026.6,44.96,5.7539
"259",1,"2013","01","11","20","00","00",76.25,1025.9,44.96,5.7539
"260",1,"2013","01","11","21","00","00",82.38,1024.9,44.96,4.60312
"261",1,"2013","01","11","22","00","00",75.84,NA,46.4,4.60312
"262",1,"2013","01","11","23","00","00",87.19,NA,46.4,5.7539
"263",1,"2013","01","12","00","00","00",93.4,NA,46.4,5.7539
"264",1,"2013","01","12","01","00","00",93.4,NA,46.4,0
"265",1,"2013","01","12","02","00","00",93.4,NA,46.4,0
"266",1,"2013","01","12","03","00","00",100,1020.6,42.98,5.7539
"267",1,"2013","01","12","04","00","00",100,NA,44.6,3.45234
"268",1,"2013","01","12","05","00","00",100,NA,42.8,8.05546
"269",1,"2013","01","12","06","00","00",100,NA,42.8,5.7539
"270",1,"2013","01","12","07","00","00",95.95,1018.8,44.06,9.20624
"271",1,"2013","01","12","08","00","00",100,1019.2,44.06,6.90468
"272",1,"2013","01","12","09","00","00",100,NA,44.6,9.20624
"273",1,"2013","01","12","10","00","00",100,NA,44.6,8.05546
"274",1,"2013","01","12","11","00","00",100,NA,44.6,8.05546
"275",1,"2013","01","12","12","00","00",100,1019.5,44.06,8.05546
"276",1,"2013","01","12","13","00","00",96.63,1020.4,44.96,10.35702
"277",1,"2013","01","12","14","00","00",96.63,1021,44.96,8.05546
"278",1,"2013","01","12","15","00","00",92.75,1020.9,46.04,6.90468
"279",1,"2013","01","12","16","00","00",92.78,1021.1,46.94,4.60312
"280",1,"2013","01","12","17","00","00",89.08,1020.4,48.02,5.7539
"281",1,"2013","01","12","18","00","00",92.78,1020.5,46.94,4.60312
"282",1,"2013","01","12","19","00","00",89.08,1020.7,48.02,3.45234
"283",1,"2013","01","12","20","00","00",89.08,1020.3,48.02,5.7539
"284",1,"2013","01","12","21","00","00",87.28,NA,48.2,3.45234
"285",1,"2013","01","12","22","00","00",92.78,1021,46.94,4.60312
"286",1,"2013","01","12","23","00","00",92.78,1021.7,46.94,6.90468
"287",1,"2013","01","13","00","00","00",92.78,1021,46.94,0
"288",1,"2013","01","13","01","00","00",92.75,1021.7,46.04,0
"289",1,"2013","01","13","02","00","00",92.75,1020.9,46.04,0
"290",1,"2013","01","13","03","00","00",92.75,1020.2,46.04,0
"291",1,"2013","01","13","04","00","00",92.75,1020.4,46.04,0
"292",1,"2013","01","13","05","00","00",93.4,NA,46.4,0
"293",1,"2013","01","13","06","00","00",93.4,NA,46.4,0
"294",1,"2013","01","13","07","00","00",100,1020.5,44.96,0
"295",1,"2013","01","13","08","00","00",100,NA,44.6,3.45234
"296",1,"2013","01","13","09","00","00",100,NA,44.6,4.60312
"297",1,"2013","01","13","10","00","00",100,NA,44.6,5.7539
"298",1,"2013","01","13","11","00","00",100,NA,44.6,3.45234
"299",1,"2013","01","13","12","00","00",100,NA,44.6,3.45234
"300",1,"2013","01","13","13","00","00",100,NA,44.6,5.7539
"301",1,"2013","01","13","14","00","00",100,1020.9,44.06,0
"302",1,"2013","01","13","15","00","00",100,1021,44.06,0
"303",1,"2013","01","13","16","00","00",100,1021.1,44.06,4.60312
"304",1,"2013","01","13","17","00","00",93.4,NA,46.4,0
"305",1,"2013","01","13","18","00","00",93.4,NA,46.4,3.45234
"306",1,"2013","01","13","19","00","00",89.08,1018.1,48.02,3.45234
"307",1,"2013","01","13","20","00","00",87.28,NA,48.2,4.60312
"308",1,"2013","01","13","21","00","00",93.4,NA,46.4,5.7539
"309",1,"2013","01","13","22","00","00",89.65,1017.5,46.94,0
"310",1,"2013","01","13","23","00","00",89.08,1017.5,48.02,0
"311",1,"2013","01","14","00","00","00",86.13,1017.2,48.92,0
"312",1,"2013","01","14","01","00","00",93.45,NA,48.2,0
"313",1,"2013","01","14","02","00","00",93.45,NA,48.2,0
"314",1,"2013","01","14","03","00","00",100,1016.4,48.02,0
"315",1,"2013","01","14","04","00","00",100,1016.5,48.02,0
"316",1,"2013","01","14","05","00","00",100,1016.4,48.02,0
"317",1,"2013","01","14","06","00","00",100,NA,48.2,0
"318",1,"2013","01","14","07","00","00",100,1015.9,48.92,0
"319",1,"2013","01","14","08","00","00",100,1016,48.92,0
"320",1,"2013","01","14","09","00","00",100,1015.7,48.92,0
"321",1,"2013","01","14","10","00","00",100,NA,48.2,0
"322",1,"2013","01","14","11","00","00",100,1014,48.92,3.45234
"323",1,"2013","01","14","12","00","00",100,1016,51.08,3.45234
"324",1,"2013","01","14","13","00","00",100,NA,51.8,6.90468
"325",1,"2013","01","14","14","00","00",96.73,1017.7,51.98,4.60312
"326",1,"2013","01","14","15","00","00",100,NA,51.8,5.7539
"327",1,"2013","01","14","16","00","00",90.03,1018.6,55.94,5.7539
"328",1,"2013","01","14","17","00","00",74.86,1018.6,57.92,11.5078
"329",1,"2013","01","14","18","00","00",66.52,1018.3,55.94,11.5078
"330",1,"2013","01","14","19","00","00",61.81,1019,57.02,10.35702
"331",1,"2013","01","14","20","00","00",50.72,1020,55.94,12.65858
"332",1,"2013","01","14","21","00","00",54.67,1020.8,55.04,13.80936
"333",1,"2013","01","14","22","00","00",42.58,1021,53.06,14.96014
"334",1,"2013","01","14","23","00","00",45.81,1021.8,51.08,10.35702
"335",1,"2013","01","15","00","00","00",44.16,1022.4,51.08,11.5078
"336",1,"2013","01","15","01","00","00",44.14,1024.5,48.92,11.5078
"337",1,"2013","01","15","02","00","00",43.67,1024.6,48.02,12.65858
"338",1,"2013","01","15","03","00","00",59.64,1025.1,44.06,17.2617
"339",1,"2013","01","15","04","00","00",79.21,1025.5,41,11.5078
"340",1,"2013","01","15","05","00","00",82.09,1025.7,41,8.05546
"341",1,"2013","01","15","06","00","00",85.61,1024.8,39.92,4.60312
"342",1,"2013","01","15","07","00","00",89.25,1025.3,37.94,9.20624
"343",1,"2013","01","15","08","00","00",93.14,NA,37.4,12.65858
"344",1,"2013","01","15","09","00","00",93.14,NA,37.4,10.35702
"345",1,"2013","01","15","10","00","00",85.37,1024.9,35.96,8.05546
"346",1,"2013","01","15","11","00","00",81.72,1025.2,35.96,10.35702
"347",1,"2013","01","15","12","00","00",75.5,1026,37.04,8.05546
"348",1,"2013","01","15","13","00","00",69.63,1026.5,37.04,9.20624
"349",1,"2013","01","15","14","00","00",69.63,1027.4,37.04,12.65858
"350",1,"2013","01","15","15","00","00",66.6,1027.2,37.04,13.80936
"351",1,"2013","01","15","16","00","00",64.17,1027.7,37.04,10.35702
"352",1,"2013","01","15","17","00","00",56.77,1026.8,39.02,11.5078
"353",1,"2013","01","15","18","00","00",59.37,1025.4,39.02,8.05546
"354",1,"2013","01","15","19","00","00",56.77,1025.2,39.02,8.05546
"355",1,"2013","01","15","20","00","00",59.37,1024.9,39.02,9.20624
"356",1,"2013","01","15","21","00","00",59.37,1025.4,39.02,9.20624
"357",1,"2013","01","15","22","00","00",56.77,1025.5,39.02,8.05546
"358",1,"2013","01","15","23","00","00",59.37,1025.1,39.02,8.05546
"359",1,"2013","01","16","00","00","00",59.37,1025.7,39.02,5.7539
"360",1,"2013","01","16","01","00","00",61.94,1025,37.94,4.60312
"361",1,"2013","01","16","02","00","00",59.22,1025.3,37.94,6.90468
"362",1,"2013","01","16","03","00","00",64.29,1024.1,37.94,5.7539
"363",1,"2013","01","16","04","00","00",72.24,1023.7,37.04,8.05546
"364",1,"2013","01","16","05","00","00",78.79,1023.3,35.96,9.20624
"365",1,"2013","01","16","06","00","00",88.42,1023.1,33.98,10.35702
"366",1,"2013","01","16","07","00","00",91.66,1021.9,33.08,12.65858
"367",1,"2013","01","16","08","00","00",91.66,1021.6,33.08,10.35702
"368",1,"2013","01","16","09","00","00",95.75,1020.3,33.08,11.5078
"369",1,"2013","01","16","10","00","00",100,NA,32,8.05546
"370",1,"2013","01","16","11","00","00",100,1018.7,32,5.7539
"371",1,"2013","01","16","12","00","00",93.03,NA,33.8,5.7539
"372",1,"2013","01","16","13","00","00",93.03,NA,33.8,6.90468
"373",1,"2013","01","16","14","00","00",93.03,NA,33.8,8.05546
"374",1,"2013","01","16","15","00","00",96.46,1015.2,33.98,6.90468
"375",1,"2013","01","16","16","00","00",92.36,1015.5,33.98,5.7539
"376",1,"2013","01","16","17","00","00",96.46,1014.3,33.98,5.7539
"377",1,"2013","01","16","18","00","00",96.46,1012.2,33.98,5.7539
"378",1,"2013","01","16","19","00","00",92.4,1009,35.06,5.7539
"379",1,"2013","01","16","20","00","00",93.08,NA,35.6,11.5078
"380",1,"2013","01","16","21","00","00",93.08,NA,35.6,5.7539
"381",1,"2013","01","16","22","00","00",95.79,1012.9,35.06,5.7539
"382",1,"2013","01","16","23","00","00",93.08,NA,35.6,6.90468
"383",1,"2013","01","17","00","00","00",92.43,1012.6,35.96,10.35702
"384",1,"2013","01","17","01","00","00",93.08,NA,35.6,10.35702
"385",1,"2013","01","17","02","00","00",86.69,NA,37.4,11.5078
"386",1,"2013","01","17","03","00","00",86.69,NA,37.4,10.35702
"387",1,"2013","01","17","04","00","00",92.43,1013.1,35.96,9.20624
"388",1,"2013","01","17","05","00","00",88.57,1013.2,37.04,6.90468
